Date,Station_id,PM2.5,PM10,NO2,CO,O3,SO2,Temp,Humid,WindSpeed,WindDir,Weather
2014-01-01 00:00:00,1001,80.0,100.97327859620559,46.53998573865992,1.1874114338273036,55.357214191776855,19.5742555528655,0.9956507178857215,46.60752634756389,0.14318944453441546,30,4
2014-01-01 01:00:00,1001,55.38654710297751,71.96786780703823,26.74521926530617,1.1048633164945305,89.6625226349665,16.533605114683482,-1.5684014159917168,51.06069313575694,10.63058658150152,88,2
2014-01-01 02:00:00,1001,52.4904437046215,73.46752680574494,33.758785168764994,1.0023663590258958,65.8947588794779,15.212874501512546,-1.2024005119353585,52.01309469477429,4.023825809864997,331,3
2014-01-01 03:00:00,1001,66.43416716655808,86.5844016295438,34.13949685838017,1.3528092940722245,77.2229736257887,22.082313482386198,-0.4872517812534305,57.623158046596075,5.077753870987655,117,0
2014-01-01 04:00:00,1001,66.3954902410094,92.66625624396085,39.189850608994135,1.305307024135336,75.21290145740821,17.255253289125754,-4.796211356505609,64.64614669515394,2.962830832577568,129,3
2014-01-01 05:00:00,1001,73.86031552873274,96.52646419981068,32.54799260076898,1.335564841695803,63.08000315399022,22.705110446854587,-5.295680633480447,55.80404747718466,0.5146409505890562,206,4
2014-01-01 06:00:00,1001,88.71480620918216,130.8019010731681,46.87464943483218,1.3998869958397102,67.98862212844281,23.383540639481026,-1.839351957121961,65.00410248884207,0.07880004965687443,359,0
2014-01-01 07:00:00,1001,85.52057669016914,113.78477023764425,40.22348529454726,1.2783244853359996,53.34916065689451,22.766265768946784,-3.2925372612762676,55.75089790115624,4.9998502093421076,58,3
2014-01-01 08:00:00,1001,60.39123336379797,74.57197347299528,25.188964119990935,0.8751835509878909,55.81617403924112,17.542298544368716,-5.266853378928841,54.42211797535997,1.26182167726939,95,3
2014-01-01 09:00:00,1001,63.54607479727856,87.20192538109191,38.400554848646465,1.733706470344671,55.67370016617674,21.629950574461006,-2.4481914068975525,61.164040903581544,0.7658539619180155,318,3
2014-01-01 10:00:00,1001,66.30826715793431,87.7189123381849,35.61203240272458,1.1636252709651935,57.17756366348848,21.9305259097246,-3.424612973761668,,2.0619749447676625,245,3
2014-01-01 11:00:00,1001,64.9462898772324,91.5221182148989,32.88051476485491,1.2964150655506308,70.78492575985445,18.120328874568344,-2.2233323207898628,56.845240134838484,1.365693883347249,144,0
2014-01-01 12:00:00,1001,78.42716461605305,104.13865301106739,38.692655572627366,1.4620021502516596,72.38715286261575,20.477125123567866,0.48614695499532373,43.421012958909294,2.636483692493434,309,1
2014-01-01 13:00:00,1001,69.08793134395572,94.97920925931953,40.903916542750764,1.2013312120525572,89.19987140523644,15.890012365613917,-2.530242851939736,45.08205465861454,1.6531197065729417,124,1
2014-01-01 14:00:00,1001,82.29182322549542,122.31450151550723,43.0444186796877,1.3021180578159688,84.97335617882307,21.263185938110954,-0.9476132531628108,49.114942960016606,2.9869805251022417,21,2
2014-01-01 15:00:00,1001,54.06906451496085,73.82148731260402,34.538152636632205,0.9304669382506481,96.97526187043948,19.595983602542255,2.4131812593140465,43.136641390954004,4.800515575053474,352,4
2014-01-01 16:00:00,1001,66.27802512322468,93.21468061439981,36.532300860672876,0.8505993297840811,100.51013882120111,20.70053284608202,2.3066871901166004,35.9712817311683,0.5440129503485407,284,4
2014-01-01 17:00:00,1001,87.93489873996532,121.05761670050877,50.08357455713387,1.7502828797858698,80.22103424415222,23.195871476643834,5.460346208499145,42.63233143273653,0.9990786942852738,206,1
2014-01-01 18:00:00,1001,83.49972809450679,111.76006857807474,36.39935869088349,1.2395375155844712,103.40555758388999,18.562562530068856,3.1861742608208345,36.42596370504265,1.4353703738503873,257,0
2014-01-01 19:00:00,1001,66.49102719804239,81.73078670439426,29.29518888855292,0.9621559828787822,86.54606428131746,17.746318041001555,2.0072441406380155,49.31336597907037,8.179271023363961,297,4
2014-01-01 20:00:00,1001,81.42627112382303,111.60065299370586,45.17268118683511,1.6167794647774634,94.54522740969956,18.96577894883324,7.2636469686285565,49.06395327424691,1.136639484532321,51,2
2014-01-01 21:00:00,1001,94.99148855403833,114.03751073458417,52.97738602852456,1.4091213708866013,70.90721734798969,22.66144289736916,3.0862037168229235,45.94941931991236,1.1995283180328666,37,2
2014-01-01 22:00:00,1001,94.74816588522225,132.23688583284414,50.336127981686026,1.4812397077293822,109.07002700396842,22.931647057538722,2.637278821239106,51.80503352384886,2.6494829116953973,152,4
2014-01-01 23:00:00,1001,95.67939171240187,118.29380171319073,53.88631656196867,1.373606604542019,80.73141821971333,25.31457450288909,-1.5531787350510495,47.735766299591695,1.3583707899272484,332,0
2014-01-02 00:00:00,1001,77.50236406854432,112.81520768140729,45.6135871845665,0.9797634287510768,81.43941435677722,22.68354097409317,-1.0798764601459379,53.82718747187508,7.551279188805896,215,0
2014-01-02 01:00:00,1001,56.761147866236286,78.53231496151328,34.16253321802744,1.0788552052776927,72.3960083944961,17.3202900690373,-1.063361057188444,59.97679192753558,5.621870651650513,222,0
2014-01-02 02:00:00,1001,57.14873087653273,82.94930638835743,23.25525459447294,1.069504536867857,71.52701084320579,17.293111146826423,-4.793098165940178,56.22749340897156,1.8008272194796757,142,1
2014-01-02 03:00:00,1001,64.69853263280139,90.19417361051067,35.262238468823895,1.0733119504023885,64.99671077632524,20.746945158028485,-2.775248880336966,55.79513195429406,2.5875113651220656,104,4
2014-01-02 04:00:00,1001,81.80062628277372,113.02095539380458,40.71745929048529,1.5324341333279903,50.58250461098527,20.152199538990427,-5.522515409855375,50.137144246958805,0.14945612136316172,9,0
